Subject,Story,Level,Context,Prediction,T_val
133,cake,5,Non-Social,70.0,70.0
134,cake,1,Non-Social,40.0,10.0
134,cake,2,Non-Social,40.0,20.0
134,cake,3,Non-Social,50.0,35.0
134,cake,4,Non-Social,60.0,50.0
134,cake,5,Non-Social,90.0,70.0
135,cake,1,Non-Social,90.0,10.0
135,cake,2,Non-Social,90.0,20.0
135,cake,3,Non-Social,90.0,35.0
135,cake,4,Non-Social,90.0,50.0
135,cake,5,Non-Social,90.0,70.0
136,cake,1,Non-Social,30.0,10.0
136,cake,2,Non-Social,30.0,20.0
136,cake,3,Non-Social,60.0,35.0
136,cake,4,Non-Social,60.0,50.0
136,cake,5,Non-Social,90.0,70.0
137,cake,1,Non-Social,50.0,10.0
137,cake,2,Non-Social,30.0,20.0
137,cake,3,Non-Social,37.0,35.0
137,cake,4,Non-Social,60.0,50.0
137,cake,5,Non-Social,75.0,70.0
138,cake,1,Non-Social,30.0,10.0
138,cake,2,Non-Social,30.0,20.0
138,cake,3,Non-Social,40.0,35.0
138,cake,4,Non-Social,60.0,50.0
138,cake,5,Non-Social,80.0,70.0
139,cake,1,Non-Social,45.0,10.0
139,cake,2,Non-Social,45.0,20.0
139,cake,3,Non-Social,45.0,35.0
139,cake,4,Non-Social,60.0,50.0
139,cake,5,Non-Social,90.0,70.0
140,cake,1,Non-Social,40.0,10.0
140,cake,2,Non-Social,40.0,20.0
140,cake,3,Non-Social,60.0,35.0
140,cake,4,Non-Social,60.0,50.0
140,cake,5,Non-Social,150.0,70.0
141,cake,1,Non-Social,20.0,10.0
141,cake,2,Non-Social,40.0,20.0
141,cake,3,Non-Social,40.0,35.0
141,cake,4,Non-Social,60.0,50.0
141,cake,5,Non-Social,75.0,70.0
142,cake,1,Non-Social,15.0,10.0
142,cake,2,Non-Social,30.0,20.0
142,cake,3,Non-Social,40.0,35.0
142,cake,4,Non-Social,60.0,50.0
142,cake,5,Non-Social,100.0,70.0
143,cake,1,Non-Social,45.0,10.0
143,cake,2,Non-Social,45.0,20.0
143,cake,3,Non-Social,45.0,35.0
143,cake,4,Non-Social,60.0,50.0
143,cake,5,Non-Social,80.0,70.0
144,cake,1,Non-Social,30.0,10.0
144,cake,2,Non-Social,30.0,20.0
144,cake,3,Non-Social,35.0,35.0
144,cake,4,Non-Social,55.0,50.0
144,cake,5,Non-Social,70.0,70.0
145,cake,1,Non-Social,45.0,10.0
145,cake,2,Non-Social,30.0,20.0
145,cake,3,Non-Social,35.0,35.0
145,cake,4,Non-Social,60.0,50.0
145,cake,5,Non-Social,90.0,70.0
146,cake,1,Non-Social,20.0,10.0
146,cake,2,Non-Social,25.0,20.0
146,cake,3,Non-Social,40.0,35.0
146,cake,4,Non-Social,60.0,50.0
146,cake,5,Non-Social,75.0,70.0
147,cake,1,Non-Social,20.0,10.0
147,cake,2,Non-Social,25.0,20.0
147,cake,3,Non-Social,40.0,35.0
147,cake,4,Non-Social,60.0,50.0
147,cake,5,Non-Social,120.0,70.0
148,cake,1,Non-Social,20.0,10.0
148,cake,2,Non-Social,30.0,20.0
148,cake,3,Non-Social,45.0,35.0
148,cake,4,Non-Social,60.0,50.0
148,cake,5,Non-Social,90.0,70.0
149,cake,1,Non-Social,45.0,10.0
149,cake,2,Non-Social,30.0,20.0
149,cake,3,Non-Social,45.0,35.0
149,cake,4,Non-Social,55.0,50.0
149,cake,5,Non-Social,85.0,70.0
1,movie,1,Non-Social,35.0,30.0
1,movie,2,Non-Social,50.0,45.0
1,movie,3,Non-Social,68.0,60.0
1,movie,4,Non-Social,90.0,85.0
1,movie,5,Non-Social,101.0,100.0
2,movie,1,Non-Social,94.0,30.0
2,movie,2,Non-Social,94.0,45.0
2,movie,3,Non-Social,94.0,60.0
2,movie,4,Non-Social,94.0,85.0
2,movie,5,Non-Social,124.0,100.0
3,movie,1,Non-Social,138.0,30.0
3,movie,2,Non-Social,138.0,45.0
3,movie,3,Non-Social,138.0,60.0
3,movie,4,Non-Social,138.0,85.0
3,movie,5,Non-Social,138.0,100.0
4,movie,1,Non-Social,90.0,30.0
4,movie,2,Non-Social,90.0,45.0
4,movie,3,Non-Social,100.0,60.0
4,movie,4,Non-Social,90.0,85.0
4,movie,5,Non-Social,110.0,100.0
5,movie,1,Non-Social,90.0,30.0
5,movie,2,Non-Social,90.0,45.0
5,movie,3,Non-Social,90.0,60.0
5,movie,4,Non-Social,90.0,85.0
5,movie,5,Non-Social,120.0,100.0
6,movie,1,Non-Social,120.0,30.0
6,movie,2,Non-Social,120.0,45.0
6,movie,3,Non-Social,120.0,60.0
6,movie,4,Non-Social,120.0,85.0
6,movie,5,Non-Social,120.0,100.0
7,movie,1,Non-Social,45.0,30.0
7,movie,2,Non-Social,55.0,45.0
7,movie,3,Non-Social,65.0,60.0
7,movie,4,Non-Social,120.0,85.0
7,movie,5,Non-Social,140.0,100.0
8,movie,1,Non-Social,125.0,30.0
8,movie,2,Non-Social,130.0,45.0
8,movie,3,Non-Social,93.0,60.0
8,movie,4,Non-Social,180.0,85.0
8,movie,5,Non-Social,155.0,100.0
9,movie,1,Non-Social,40.0,30.0
9,movie,2,Non-Social,50.0,45.0
9,movie,3,Non-Social,65.0,60.0
9,movie,4,Non-Social,90.0,85.0
9,movie,5,Non-Social,100.0,100.0
10,movie,1,Non-Social,64.0,30.0
10,movie,2,Non-Social,70.0,45.0
10,movie,3,Non-Social,90.0,60.0
10,movie,4,Non-Social,95.0,85.0
10,movie,5,Non-Social,115.0,100.0
11,movie,1,Non-Social,90.0,30.0
11,movie,2,Non-Social,90.0,45.0
11,movie,3,Non-Social,90.0,60.0
11,movie,4,Non-Social,90.0,85.0
11,movie,5,Non-Social,120.0,100.0
12,movie,1,Non-Social,110.0,30.0
12,movie,2,Non-Social,110.0,45.0
12,movie,3,Non-Social,110.0,60.0
12,movie,4,Non-Social,110.0,85.0
12,movie,5,Non-Social,110.0,100.0
13,movie,1,Non-Social,120.0,30.0
13,movie,2,Non-Social,120.0,45.0
13,movie,3,Non-Social,120.0,60.0
13,movie,4,Non-Social,120.0,85.0
13,movie,5,Non-Social,120.0,100.0
14,movie,1,Non-Social,90.0,30.0
14,movie,2,Non-Social,100.0,45.0
14,movie,3,Non-Social,120.0,60.0
14,movie,4,Non-Social,120.0,85.0
14,movie,5,Non-Social,150.0,100.0
15,movie,1,Non-Social,120.0,30.0
15,movie,2,Non-Social,120.0,45.0
15,movie,3,Non-Social,120.0,60.0
15,movie,4,Non-Social,120.0,85.0
15,movie,5,Non-Social,120.0,100.0
16,movie,1,Non-Social,90.0,30.0
16,movie,2,Non-Social,90.0,45.0
16,movie,3,Non-Social,90.0,60.0
16,movie,4,Non-Social,90.0,85.0
16,movie,5,Non-Social,120.0,100.0
17,movie,1,Non-Social,90.0,30.0
17,movie,2,Non-Social,90.0,45.0
17,movie,3,Non-Social,90.0,60.0
17,movie,4,Non-Social,90.0,85.0
17,movie,5,Non-Social,120.0,100.0
18,movie,1,Non-Social,90.0,30.0
18,movie,2,Non-Social,90.0,45.0
18,movie,3,Non-Social,90.0,60.0
18,movie,4,Non-Social,90.0,85.0
18,movie,5,Non-Social,110.0,100.0
19,movie,1,Non-Social,120.0,30.0
19,movie,2,Non-Social,120.0,45.0
19,movie,3,Non-Social,120.0,60.0
19,movie,4,Non-Social,120.0,85.0
19,movie,5,Non-Social,120.0,100.0
20,movie,1,Non-Social,120.0,30.0
20,movie,2,Non-Social,120.0,45.0
20,movie,3,Non-Social,120.0,60.0
20,movie,4,Non-Social,180.0,85.0
20,movie,5,Non-Social,180.0,100.0
21,movie,1,Non-Social,110.0,30.0
21,movie,2,Non-Social,115.0,45.0
21,movie,3,Non-Social,120.0,60.0
21,movie,4,Non-Social,130.0,85.0
21,movie,5,Non-Social,120.0,100.0
22,movie,1,Non-Social,30.0,30.0
22,movie,2,Non-Social,45.0,45.0
22,movie,3,Non-Social,60.0,60.0
22,movie,4,Non-Social,100.0,85.0
22,movie,5,Non-Social,130.0,100.0
23,movie,1,Non-Social,120.0,30.0
23,movie,2,Non-Social,120.0,45.0
23,movie,3,Non-Social,120.0,60.0
23,movie,4,Non-Social,120.0,85.0
23,movie,5,Non-Social,120.0,100.0
24,movie,1,Non-Social,60.0,30.0
24,movie,2,Non-Social,70.0,45.0
24,movie,3,Non-Social,70.0,60.0
24,movie,4,Non-Social,100.0,85.0
24,movie,5,Non-Social,140.0,100.0
25,movie,1,Non-Social,120.0,30.0
25,movie,2,Non-Social,120.0,45.0
25,movie,3,Non-Social,120.0,60.0
25,movie,4,Non-Social,120.0,85.0
25,movie,5,Non-Social,120.0,100.0
26,movie,1,Non-Social,120.0,30.0
26,movie,2,Non-Social,120.0,45.0
26,movie,3,Non-Social,120.0,60.0
26,movie,4,Non-Social,120.0,85.0
26,movie,5,Non-Social,120.0,100.0
27,movie,1,Non-Social,90.0,30.0
27,movie,2,Non-Social,90.0,45.0
27,movie,3,Non-Social,90.0,60.0
27,movie,4,Non-Social,90.0,85.0
27,movie,5,Non-Social,110.0,100.0
28,movie,1,Non-Social,85.0,30.0
28,movie,2,Non-Social,90.0,45.0
28,movie,3,Non-Social,90.0,60.0
28,movie,4,Non-Social,110.0,85.0
28,movie,5,Non-Social,120.0,100.0
29,movie,1,Non-Social,33.0,30.0
29,movie,2,Non-Social,45.0,45.0
29,movie,3,Non-Social,60.0,60.0
29,movie,4,Non-Social,90.0,85.0
29,movie,5,Non-Social,121.0,100.0
30,movie,1,Non-Social,180.0,30.0
30,movie,2,Non-Social,180.0,45.0
30,movie,3,Non-Social,180.0,60.0
30,movie,4,Non-Social,180.0,85.0
30,movie,5,Non-Social,180.0,100.0
31,movie,1,Non-Social,130.0,30.0
31,movie,2,Non-Social,130.0,45.0
31,movie,3,Non-Social,130.0,60.0
31,movie,4,Non-Social,130.0,85.0
31,movie,5,Non-Social,130.0,100.0
32,movie,1,Non-Social,100.0,30.0
32,movie,2,Non-Social,100.0,45.0
32,movie,3,Non-Social,120.0,60.0
32,movie,4,Non-Social,120.0,85.0
32,movie,5,Non-Social,140.0,100.0
33,movie,1,Non-Social,90.0,30.0
33,movie,2,Non-Social,90.0,45.0
33,movie,3,Non-Social,90.0,60.0
33,movie,4,Non-Social,90.0,85.0
33,movie,5,Non-Social,110.0,100.0
34,movie,1,Non-Social,120.0,30.0
34,movie,2,Non-Social,120.0,45.0
34,movie,3,Non-Social,120.0,60.0
34,movie,4,Non-Social,120.0,85.0
34,movie,5,Non-Social,120.0,100.0
35,movie,1,Non-Social,120.0,30.0
35,movie,2,Non-Social,120.0,45.0
35,movie,3,Non-Social,120.0,60.0
35,movie,4,Non-Social,120.0,85.0
35,movie,5,Non-Social,120.0,100.0
36,movie,1,Non-Social,120.0,30.0
36,movie,2,Non-Social,120.0,45.0
36,movie,3,Non-Social,120.0,60.0
36,movie,4,Non-Social,120.0,85.0
36,movie,5,Non-Social,120.0,100.0
37,movie,1,Non-Social,90.0,30.0
37,movie,2,Non-Social,90.0,45.0
37,movie,3,Non-Social,90.0,60.0
37,movie,4,Non-Social,90.0,85.0
37,movie,5,Non-Social,120.0,100.0
38,movie,1,Non-Social,90.0,30.0
38,movie,2,Non-Social,90.0,45.0
38,movie,3,Non-Social,90.0,60.0
38,movie,4,Non-Social,90.0,85.0
38,movie,5,Non-Social,120.0,100.0
39,movie,1,Non-Social,35.0,30.0
39,movie,2,Non-Social,52.0,45.0
39,movie,3,Non-Social,68.0,60.0
39,movie,4,Non-Social,95.0,85.0
39,movie,5,Non-Social,110.0,100.0
40,movie,1,Non-Social,120.0,30.0
40,movie,2,Non-Social,120.0,45.0
40,movie,3,Non-Social,120.0,60.0
40,movie,4,Non-Social,120.0,85.0
40,movie,5,Non-Social,120.0,100.0
41,movie,1,Non-Social,120.0,30.0
41,movie,2,Non-Social,120.0,45.0
41,movie,3,Non-Social,120.0,60.0
41,movie,4,Non-Social,120.0,85.0
41,movie,5,Non-Social,120.0,100.0
42,movie,1,Non-Social,90.0,30.0
42,movie,2,Non-Social,90.0,45.0
42,movie,3,Non-Social,90.0,60.0
42,movie,4,Non-Social,90.0,85.0
42,movie,5,Non-Social,110.0,100.0
43,movie,1,Non-Social,120.0,30.0
43,movie,2,Non-Social,120.0,45.0
43,movie,3,Non-Social,120.0,60.0
43,movie,4,Non-Social,130.0,85.0
43,movie,5,Non-Social,130.0,100.0
44,movie,1,Non-Social,90.0,30.0
44,movie,2,Non-Social,90.0,45.0
44,movie,3,Non-Social,90.0,60.0
44,movie,4,Non-Social,90.0,85.0
44,movie,5,Non-Social,130.0,100.0
45,movie,1,Non-Social,32.0,30.0
45,movie,2,Non-Social,50.0,45.0
45,movie,3,Non-Social,65.0,60.0
45,movie,4,Non-Social,90.0,85.0
45,movie,5,Non-Social,120.0,100.0
46,movie,1,Non-Social,120.0,30.0
46,movie,2,Non-Social,120.0,45.0
46,movie,3,Non-Social,120.0,60.0
46,movie,4,Non-Social,120.0,85.0
46,movie,5,Non-Social,120.0,100.0
47,movie,1,Non-Social,30.0,30.0
47,movie,2,Non-Social,50.0,45.0
47,movie,3,Non-Social,60.0,60.0
47,movie,4,Non-Social,85.0,85.0
47,movie,5,Non-Social,120.0,100.0
48,movie,1,Non-Social,90.0,30.0
48,movie,2,Non-Social,100.0,45.0
48,movie,3,Non-Social,120.0,60.0
48,movie,4,Non-Social,140.0,85.0
48,movie,5,Non-Social,150.0,100.0
49,movie,1,Non-Social,120.0,30.0
49,movie,2,Non-Social,120.0,45.0
49,movie,3,Non-Social,120.0,60.0
49,movie,4,Non-Social,120.0,85.0
49,movie,5,Non-Social,120.0,100.0
50,movie,1,Non-Social,62.0,30.0
50,movie,2,Non-Social,78.0,45.0
50,movie,3,Non-Social,93.0,60.0
50,movie,4,Non-Social,111.0,85.0
50,movie,5,Non-Social,135.0,100.0
51,movie,1,Non-Social,100.0,30.0
51,movie,2,Non-Social,100.0,45.0
51,movie,3,Non-Social,100.0,60.0
51,movie,4,Non-Social,100.0,85.0
51,movie,5,Non-Social,120.0,100.0
52,movie,1,Non-Social,95.0,30.0
52,movie,2,Non-Social,95.0,45.0
52,movie,3,Non-Social,95.0,60.0
52,movie,4,Non-Social,95.0,85.0
52,movie,5,Non-Social,120.0,100.0
53,movie,1,Non-Social,90.0,30.0
53,movie,2,Non-Social,120.0,45.0
53,movie,3,Non-Social,95.0,60.0
53,movie,4,Non-Social,120.0,85.0
53,movie,5,Non-Social,120.0,100.0
54,movie,1,Non-Social,90.0,30.0
54,movie,2,Non-Social,90.0,45.0
54,movie,3,Non-Social,80.0,60.0
54,movie,4,Non-Social,90.0,85.0
54,movie,5,Non-Social,120.0,100.0
55,movie,1,Non-Social,30.0,30.0
55,movie,2,Non-Social,45.0,45.0
55,movie,3,Non-Social,60.0,60.0
55,movie,4,Non-Social,85.0,85.0
55,movie,5,Non-Social,100.0,100.0
56,movie,1,Non-Social,90.0,30.0
56,movie,2,Non-Social,90.0,45.0
56,movie,3,Non-Social,90.0,60.0
56,movie,4,Non-Social,100.0,85.0
56,movie,5,Non-Social,120.0,100.0
57,movie,1,Non-Social,120.0,30.0
57,movie,2,Non-Social,120.0,45.0
57,movie,3,Non-Social,120.0,60.0
57,movie,4,Non-Social,120.0,85.0
57,movie,5,Non-Social,120.0,100.0
58,movie,1,Non-Social,90.0,30.0
58,movie,2,Non-Social,90.0,45.0
58,movie,3,Non-Social,90.0,60.0
58,movie,4,Non-Social,90.0,85.0
58,movie,5,Non-Social,120.0,100.0
59,movie,1,Non-Social,120.0,30.0
59,movie,2,Non-Social,120.0,45.0
59,movie,3,Non-Social,120.0,60.0
59,movie,4,Non-Social,120.0,85.0
59,movie,5,Non-Social,120.0,100.0
60,movie,1,Non-Social,30.0,30.0
60,movie,2,Non-Social,45.0,45.0
60,movie,3,Non-Social,60.0,60.0
60,movie,4,Non-Social,85.0,85.0
60,movie,5,Non-Social,100.0,100.0
61,movie,1,Non-Social,120.0,30.0
61,movie,2,Non-Social,90.0,45.0
61,movie,3,Non-Social,120.0,60.0
61,movie,4,Non-Social,90.0,85.0
61,movie,5,Non-Social,120.0,100.0
62,movie,1,Non-Social,85.0,30.0
62,movie,2,Non-Social,86.0,45.0
62,movie,3,Non-Social,85.0,60.0
62,movie,4,Non-Social,120.0,85.0
62,movie,5,Non-Social,120.0,100.0
63,movie,1,Non-Social,109.0,30.0
63,movie,2,Non-Social,90.0,45.0
63,movie,3,Non-Social,80.0,60.0
63,movie,4,Non-Social,135.0,85.0
63,movie,5,Non-Social,160.0,100.0
64,movie,1,Non-Social,90.0,30.0
64,movie,2,Non-Social,120.0,45.0
64,movie,3,Non-Social,150.0,60.0
64,movie,4,Non-Social,150.0,85.0
64,movie,5,Non-Social,180.0,100.0
65,movie,1,Non-Social,120.0,30.0
65,movie,2,Non-Social,120.0,45.0
65,movie,3,Non-Social,120.0,60.0
65,movie,4,Non-Social,120.0,85.0
65,movie,5,Non-Social,120.0,100.0
66,movie,1,Non-Social,200.0,30.0
66,movie,2,Non-Social,200.0,45.0
66,movie,3,Non-Social,200.0,60.0
66,movie,4,Non-Social,200.0,85.0
66,movie,5,Non-Social,200.0,100.0
67,movie,1,Non-Social,120.0,30.0
67,movie,2,Non-Social,150.0,45.0
67,movie,3,Non-Social,160.0,60.0
67,movie,4,Non-Social,135.0,85.0
67,movie,5,Non-Social,165.0,100.0
68,movie,1,Non-Social,150.0,30.0
68,movie,2,Non-Social,150.0,45.0
68,movie,3,Non-Social,150.0,60.0
68,movie,4,Non-Social,150.0,85.0
68,movie,5,Non-Social,150.0,100.0
69,movie,1,Non-Social,90.0,30.0
69,movie,2,Non-Social,90.0,45.0
69,movie,3,Non-Social,90.0,60.0
69,movie,4,Non-Social,90.0,85.0
69,movie,5,Non-Social,120.0,100.0
70,movie,1,Non-Social,110.0,30.0
70,movie,2,Non-Social,110.0,45.0
70,movie,3,Non-Social,110.0,60.0
70,movie,4,Non-Social,110.0,85.0
70,movie,5,Non-Social,120.0,100.0
71,movie,1,Non-Social,120.0,30.0
71,movie,2,Non-Social,120.0,45.0
71,movie,3,Non-Social,120.0,60.0
71,movie,4,Non-Social,120.0,85.0
71,movie,5,Non-Social,120.0,100.0
72,movie,1,Non-Social,90.0,30.0
72,movie,2,Non-Social,90.0,45.0
72,movie,3,Non-Social,90.0,60.0
72,movie,4,Non-Social,90.0,85.0
72,movie,5,Non-Social,120.0,100.0
73,movie,1,Non-Social,120.0,30.0
73,movie,2,Non-Social,120.0,45.0
73,movie,3,Non-Social,120.0,60.0
73,movie,4,Non-Social,120.0,85.0
73,movie,5,Non-Social,120.0,100.0
74,movie,1,Non-Social,120.0,30.0
74,movie,2,Non-Social,120.0,45.0
74,movie,3,Non-Social,120.0,60.0
74,movie,4,Non-Social,120.0,85.0
74,movie,5,Non-Social,120.0,100.0
75,movie,1,Non-Social,90.0,30.0
75,movie,2,Non-Social,90.0,45.0
75,movie,3,Non-Social,90.0,60.0
75,movie,4,Non-Social,90.0,85.0
75,movie,5,Non-Social,120.0,100.0
76,movie,1,Non-Social,90.0,30.0
76,movie,2,Non-Social,90.0,45.0
76,movie,3,Non-Social,90.0,60.0
76,movie,4,Non-Social,90.0,85.0
76,movie,5,Non-Social,120.0,100.0
77,movie,1,Non-Social,119.0,30.0
77,movie,2,Non-Social,130.0,45.0
77,movie,3,Non-Social,110.0,60.0
77,movie,4,Non-Social,130.0,85.0
77,movie,5,Non-Social,150.0,100.0
78,movie,1,Non-Social,30.0,30.0
78,movie,2,Non-Social,45.0,45.0
78,movie,3,Non-Social,64.0,60.0
78,movie,4,Non-Social,89.0,85.0
78,movie,5,Non-Social,104.0,100.0
79,movie,1,Non-Social,90.0,30.0
79,movie,2,Non-Social,90.0,45.0
79,movie,3,Non-Social,90.0,60.0
79,movie,4,Non-Social,90.0,85.0
79,movie,5,Non-Social,140.0,100.0
80,movie,1,Non-Social,90.0,30.0
80,movie,2,Non-Social,90.0,45.0
80,movie,3,Non-Social,120.0,60.0
80,movie,4,Non-Social,120.0,85.0
80,movie,5,Non-Social,120.0,100.0
81,movie,1,Non-Social,90.0,30.0
81,movie,2,Non-Social,90.0,45.0
81,movie,3,Non-Social,90.0,60.0
81,movie,4,Non-Social,90.0,85.0
81,movie,5,Non-Social,120.0,100.0
82,movie,1,Non-Social,90.0,30.0
82,movie,2,Non-Social,120.0,45.0
82,movie,3,Non-Social,120.0,60.0
82,movie,4,Non-Social,140.0,85.0
82,movie,5,Non-Social,140.0,100.0
83,movie,1,Non-Social,110.0,30.0
83,movie,2,Non-Social,110.0,45.0
83,movie,3,Non-Social,110.0,60.0
83,movie,4,Non-Social,110.0,85.0
83,movie,5,Non-Social,110.0,100.0
84,movie,1,Non-Social,90.0,30.0
84,movie,2,Non-Social,90.0,45.0
84,movie,3,Non-Social,90.0,60.0
84,movie,4,Non-Social,90.0,85.0
84,movie,5,Non-Social,120.0,100.0
85,movie,1,Non-Social,90.0,30.0
85,movie,2,Non-Social,90.0,45.0
85,movie,3,Non-Social,90.0,60.0
85,movie,4,Non-Social,120.0,85.0
85,movie,5,Non-Social,120.0,100.0
86,movie,1,Non-Social,60.0,30.0
86,movie,2,Non-Social,90.0,45.0
86,movie,3,Non-Social,95.0,60.0
86,movie,4,Non-Social,120.0,85.0
86,movie,5,Non-Social,130.0,100.0
87,movie,1,Non-Social,90.0,30.0
87,movie,2,Non-Social,90.0,45.0
87,movie,3,Non-Social,90.0,60.0
87,movie,4,Non-Social,120.0,85.0
87,movie,5,Non-Social,120.0,100.0
88,movie,1,Non-Social,100.0,30.0
88,movie,2,Non-Social,100.0,45.0
88,movie,3,Non-Social,100.0,60.0
88,movie,4,Non-Social,100.0,85.0
88,movie,5,Non-Social,100.0,100.0
89,movie,1,Non-Social,38.0,30.0
89,movie,2,Non-Social,54.0,45.0
89,movie,3,Non-Social,71.0,60.0
89,movie,4,Non-Social,99.0,85.0
89,movie,5,Non-Social,120.0,100.0
90,movie,1,Non-Social,90.0,30.0
90,movie,2,Non-Social,90.0,45.0
90,movie,3,Non-Social,90.0,60.0
90,movie,4,Non-Social,100.0,85.0
90,movie,5,Non-Social,115.0,100.0
91,movie,1,Non-Social,120.0,30.0
91,movie,2,Non-Social,120.0,45.0
91,movie,3,Non-Social,180.0,60.0
91,movie,4,Non-Social,180.0,85.0
91,movie,5,Non-Social,180.0,100.0
92,movie,1,Non-Social,180.0,30.0
92,movie,2,Non-Social,180.0,45.0
92,movie,3,Non-Social,180.0,60.0
92,movie,4,Non-Social,180.0,85.0
92,movie,5,Non-Social,180.0,100.0
93,movie,1,Non-Social,120.0,30.0
93,movie,2,Non-Social,130.0,45.0
93,movie,3,Non-Social,150.0,60.0
93,movie,4,Non-Social,140.0,85.0
93,movie,5,Non-Social,130.0,100.0
94,movie,1,Non-Social,120.0,30.0
94,movie,2,Non-Social,135.0,45.0
94,movie,3,Non-Social,180.0,60.0
94,movie,4,Non-Social,95.0,85.0
94,movie,5,Non-Social,130.0,100.0
95,movie,1,Non-Social,100.0,30.0
95,movie,2,Non-Social,100.0,45.0
95,movie,3,Non-Social,110.0,60.0
95,movie,4,Non-Social,100.0,85.0
95,movie,5,Non-Social,120.0,100.0
96,movie,1,Non-Social,100.0,30.0
96,movie,2,Non-Social,90.0,45.0
96,movie,3,Non-Social,120.0,60.0
96,movie,4,Non-Social,90.0,85.0
96,movie,5,Non-Social,140.0,100.0
97,movie,1,Non-Social,85.0,30.0
97,movie,2,Non-Social,90.0,45.0
97,movie,3,Non-Social,120.0,60.0
97,movie,4,Non-Social,120.0,85.0
97,movie,5,Non-Social,120.0,100.0
98,movie,1,Non-Social,120.0,30.0
98,movie,2,Non-Social,120.0,45.0
98,movie,3,Non-Social,120.0,60.0
98,movie,4,Non-Social,120.0,85.0
98,movie,5,Non-Social,120.0,100.0
99,movie,1,Non-Social,130.0,30.0
99,movie,2,Non-Social,130.0,45.0
99,movie,3,Non-Social,130.0,60.0
99,movie,4,Non-Social,130.0,85.0
99,movie,5,Non-Social,130.0,100.0
100,movie,1,Non-Social,120.0,30.0
100,movie,2,Non-Social,120.0,45.0
100,movie,3,Non-Social,120.0,60.0
100,movie,4,Non-Social,120.0,85.0
100,movie,5,Non-Social,120.0,100.0
101,movie,1,Non-Social,60.0,30.0
101,movie,2,Non-Social,75.0,45.0
101,movie,3,Non-Social,90.0,60.0
101,movie,4,Non-Social,120.0,85.0
101,movie,5,Non-Social,145.0,100.0
102,movie,1,Non-Social,95.0,30.0
102,movie,2,Non-Social,83.0,45.0
102,movie,3,Non-Social,95.0,60.0
102,movie,4,Non-Social,95.0,85.0
102,movie,5,Non-Social,145.0,100.0
103,movie,1,Non-Social,120.0,30.0
103,movie,2,Non-Social,120.0,45.0
103,movie,3,Non-Social,120.0,60.0
103,movie,4,Non-Social,120.0,85.0
103,movie,5,Non-Social,120.0,100.0
104,movie,1,Non-Social,120.0,30.0
104,movie,2,Non-Social,120.0,45.0
104,movie,3,Non-Social,120.0,60.0
104,movie,4,Non-Social,120.0,85.0
104,movie,5,Non-Social,120.0,100.0
105,movie,1,Non-Social,120.0,30.0
105,movie,2,Non-Social,120.0,45.0
105,movie,3,Non-Social,120.0,60.0
105,movie,4,Non-Social,120.0,85.0
105,movie,5,Non-Social,120.0,100.0
106,movie,1,Non-Social,90.0,30.0
106,movie,2,Non-Social,90.0,45.0
106,movie,3,Non-Social,90.0,60.0
106,movie,4,Non-Social,120.0,85.0
106,movie,5,Non-Social,120.0,100.0
107,movie,1,Non-Social,120.0,30.0
107,movie,2,Non-Social,90.0,45.0
107,movie,3,Non-Social,90.0,60.0
107,movie,4,Non-Social,90.0,85.0
107,movie,5,Non-Social,115.0,100.0
108,movie,1,Non-Social,90.0,30.0
108,movie,2,Non-Social,45.0,45.0
108,movie,3,Non-Social,60.0,60.0
108,movie,4,Non-Social,86.0,85.0
108,movie,5,Non-Social,101.0,100.0
109,movie,1,Non-Social,120.0,30.0
109,movie,2,Non-Social,90.0,45.0
109,movie,3,Non-Social,130.0,60.0
109,movie,4,Non-Social,90.0,85.0
109,movie,5,Non-Social,140.0,100.0
110,movie,1,Non-Social,120.0,30.0
110,movie,2,Non-Social,120.0,45.0
110,movie,3,Non-Social,120.0,60.0
110,movie,4,Non-Social,125.0,85.0
110,movie,5,Non-Social,125.0,100.0
111,movie,1,Non-Social,120.0,30.0
111,movie,2,Non-Social,120.0,45.0
111,movie,3,Non-Social,120.0,60.0
111,movie,4,Non-Social,120.0,85.0
111,movie,5,Non-Social,120.0,100.0
112,movie,1,Non-Social,120.0,30.0
112,movie,2,Non-Social,120.0,45.0
112,movie,3,Non-Social,120.0,60.0
112,movie,4,Non-Social,120.0,85.0
112,movie,5,Non-Social,120.0,100.0
113,movie,1,Non-Social,145.0,30.0
113,movie,2,Non-Social,145.0,45.0
113,movie,3,Non-Social,160.0,60.0
113,movie,4,Non-Social,140.0,85.0
113,movie,5,Non-Social,140.0,100.0
114,movie,1,Non-Social,30.0,30.0
114,movie,2,Non-Social,60.0,45.0
114,movie,3,Non-Social,80.0,60.0
114,movie,4,Non-Social,100.0,85.0
114,movie,5,Non-Social,120.0,100.0
115,movie,1,Non-Social,120.0,30.0
115,movie,2,Non-Social,120.0,45.0
115,movie,3,Non-Social,120.0,60.0
115,movie,4,Non-Social,120.0,85.0
115,movie,5,Non-Social,120.0,100.0
116,movie,1,Non-Social,90.0,30.0
116,movie,2,Non-Social,90.0,45.0
116,movie,3,Non-Social,90.0,60.0
116,movie,4,Non-Social,90.0,85.0
116,movie,5,Non-Social,120.0,100.0
117,movie,1,Non-Social,102.0,30.0
117,movie,2,Non-Social,124.0,45.0
117,movie,3,Non-Social,98.0,60.0
117,movie,4,Non-Social,120.0,85.0
