Subject,Story,Level,Context,Rating
41,movie,4,1,2.0
41,movie,4,2,1.0
42,movie,4,1,2.0
42,movie,4,2,2.0
43,movie,4,1,5.0
43,movie,4,2,5.0
44,movie,4,1,2.0
44,movie,4,2,2.0
45,movie,4,1,6.0
45,movie,4,2,4.0
46,movie,4,1,1.0
46,movie,4,2,1.0
47,movie,4,1,7.0
47,movie,4,2,7.0
48,movie,4,1,2.0
48,movie,4,2,2.0
49,movie,4,1,6.0
49,movie,4,2,4.0
50,movie,4,1,5.0
50,movie,4,2,5.0
51,movie,4,1,3.0
51,movie,4,2,2.0
52,movie,4,1,2.0
52,movie,4,2,4.0
53,movie,4,1,5.0
53,movie,4,2,4.0
54,movie,4,1,5.0
54,movie,4,2,5.0
55,movie,4,1,6.0
55,movie,4,2,2.0
56,movie,4,1,2.0
56,movie,4,2,6.0
57,movie,4,1,6.0
57,movie,4,2,6.0
58,movie,4,1,5.0
58,movie,4,2,7.0
59,movie,4,1,1.0
59,movie,4,2,2.0
60,movie,4,1,5.0
60,movie,4,2,4.0
61,movie,4,1,3.0
61,movie,4,2,3.0
0,movie,5,1,5.0
0,movie,5,2,5.0
1,movie,5,1,7.0
1,movie,5,2,6.0
2,movie,5,1,1.0
2,movie,5,2,1.0
3,movie,5,1,5.0
3,movie,5,2,6.0
4,movie,5,1,2.0
4,movie,5,2,2.0
5,movie,5,1,1.0
5,movie,5,2,1.0
6,movie,5,1,5.0
6,movie,5,2,7.0
7,movie,5,1,2.0
7,movie,5,2,1.0
8,movie,5,1,2.0
8,movie,5,2,2.0
9,movie,5,1,4.0
9,movie,5,2,4.0
10,movie,5,1,3.0
10,movie,5,2,2.0
11,movie,5,1,1.0
11,movie,5,2,1.0
12,movie,5,1,7.0
12,movie,5,2,1.0
13,movie,5,1,4.0
13,movie,5,2,4.0
14,movie,5,1,6.0
14,movie,5,2,6.0
15,movie,5,1,5.0
15,movie,5,2,4.0
16,movie,5,1,6.0
16,movie,5,2,6.0
17,movie,5,1,4.0
17,movie,5,2,4.0
18,movie,5,1,5.0
18,movie,5,2,1.0
19,movie,5,1,6.0
19,movie,5,2,1.0
20,movie,5,1,3.0
20,movie,5,2,3.0
21,movie,5,1,3.0
21,movie,5,2,5.0
22,movie,5,1,7.0
22,movie,5,2,7.0
23,movie,5,1,2.0
23,movie,5,2,2.0
24,movie,5,1,3.0
24,movie,5,2,3.0
25,movie,5,1,7.0
25,movie,5,2,7.0
26,movie,5,1,2.0
26,movie,5,2,2.0
27,movie,5,1,6.0
27,movie,5,2,5.0
28,movie,5,1,7.0
28,movie,5,2,2.0
29,movie,5,1,1.0
29,movie,5,2,1.0
30,movie,5,1,3.0
30,movie,5,2,6.0
31,movie,5,1,7.0
31,movie,5,2,5.0
32,movie,5,1,1.0
32,movie,5,2,1.0
33,movie,5,1,5.0
33,movie,5,2,5.0
34,movie,5,1,1.0
34,movie,5,2,1.0
35,movie,5,1,2.0
35,movie,5,2,1.0
36,movie,5,1,2.0
36,movie,5,2,2.0
37,movie,5,1,7.0
37,movie,5,2,7.0
38,movie,5,1,1.0
38,movie,5,2,1.0
39,movie,5,1,1.0
39,movie,5,2,7.0
40,movie,5,1,7.0
40,movie,5,2,7.0
41,movie,5,1,1.0
41,movie,5,2,1.0
42,movie,5,1,1.0
42,movie,5,2,2.0
43,movie,5,1,3.0
43,movie,5,2,3.0
44,movie,5,1,2.0
44,movie,5,2,2.0
45,movie,5,1,7.0
45,movie,5,2,6.0
46,movie,5,1,1.0
46,movie,5,2,1.0
47,movie,5,1,7.0
47,movie,5,2,7.0
48,movie,5,1,2.0
48,movie,5,2,2.0
49,movie,5,1,6.0
49,movie,5,2,6.0
50,movie,5,1,3.0
50,movie,5,2,3.0
51,movie,5,1,2.0
51,movie,5,2,2.0
52,movie,5,1,1.0
52,movie,5,2,3.0
53,movie,5,1,5.0
53,movie,5,2,4.0
54,movie,5,1,7.0
54,movie,5,2,7.0
55,movie,5,1,7.0
55,movie,5,2,1.0
56,movie,5,1,1.0
56,movie,5,2,6.0
57,movie,5,1,7.0
57,movie,5,2,7.0
58,movie,5,1,5.0
58,movie,5,2,7.0
59,movie,5,1,1.0
59,movie,5,2,2.0
60,movie,5,1,5.0
60,movie,5,2,4.0
61,movie,5,1,3.0
61,movie,5,2,3.0
0,podcast,1,1,3.0
0,podcast,1,2,5.0
1,podcast,1,1,4.0
1,podcast,1,2,5.0
2,podcast,1,1,5.0
2,podcast,1,2,4.0
3,podcast,1,1,4.0
3,podcast,1,2,6.0
4,podcast,1,1,1.0
4,podcast,1,2,7.0
5,podcast,1,1,1.0
5,podcast,1,2,6.0
6,podcast,1,1,1.0
6,podcast,1,2,5.0
7,podcast,1,1,4.0
7,podcast,1,2,5.0
8,podcast,1,1,3.0
8,podcast,1,2,2.0
9,podcast,1,1,5.0
9,podcast,1,2,2.0
10,podcast,1,1,2.0
10,podcast,1,2,3.0
11,podcast,1,1,2.0
11,podcast,1,2,3.0
12,podcast,1,1,7.0
12,podcast,1,2,6.0
13,podcast,1,1,3.0
13,podcast,1,2,3.0
14,podcast,1,1,4.0
14,podcast,1,2,3.0
15,podcast,1,1,4.0
15,podcast,1,2,5.0
16,podcast,1,1,2.0
16,podcast,1,2,5.0
17,podcast,1,1,2.0
17,podcast,1,2,4.0
18,podcast,1,1,3.0
18,podcast,1,2,3.0
19,podcast,1,1,2.0
19,podcast,1,2,2.0
20,podcast,1,1,4.0
20,podcast,1,2,2.0
21,podcast,1,1,3.0
21,podcast,1,2,1.0
22,podcast,1,1,1.0
22,podcast,1,2,6.0
23,podcast,1,1,5.0
23,podcast,1,2,2.0
24,podcast,1,1,4.0
24,podcast,1,2,2.0
25,podcast,1,1,1.0
25,podcast,1,2,4.0
26,podcast,1,1,5.0
26,podcast,1,2,5.0
27,podcast,1,1,4.0
27,podcast,1,2,3.0
28,podcast,1,1,1.0
28,podcast,1,2,2.0
29,podcast,1,1,1.0
29,podcast,1,2,5.0
30,podcast,1,1,3.0
30,podcast,1,2,5.0
31,podcast,1,1,1.0
31,podcast,1,2,5.0
32,podcast,1,1,2.0
32,podcast,1,2,1.0
33,podcast,1,1,1.0
33,podcast,1,2,4.0
34,podcast,1,1,5.0
34,podcast,1,2,5.0
35,podcast,1,1,7.0
35,podcast,1,2,3.0
36,podcast,1,1,2.0
36,podcast,1,2,4.0
37,podcast,1,1,2.0
37,podcast,1,2,4.0
38,podcast,1,1,5.0
38,podcast,1,2,4.0
39,podcast,1,1,2.0
39,podcast,1,2,7.0
40,podcast,1,1,4.0
40,podcast,1,2,6.0
41,podcast,1,1,2.0
41,podcast,1,2,2.0
42,podcast,1,1,2.0
42,podcast,1,2,5.0
43,podcast,1,1,2.0
43,podcast,1,2,4.0
44,podcast,1,1,4.0
44,podcast,1,2,7.0
45,podcast,1,1,4.0
45,podcast,1,2,6.0
46,podcast,1,1,5.0
46,podcast,1,2,2.0
47,podcast,1,1,5.0
47,podcast,1,2,5.0
48,podcast,1,1,2.0
48,podcast,1,2,2.0
49,podcast,1,1,1.0
49,podcast,1,2,4.0
50,podcast,1,1,2.0
50,podcast,1,2,2.0
51,podcast,1,1,4.0
51,podcast,1,2,5.0
52,podcast,1,1,1.0
52,podcast,1,2,2.0
53,podcast,1,1,2.0
53,podcast,1,2,4.0
54,podcast,1,1,1.0
54,podcast,1,2,6.0
55,podcast,1,1,6.0
55,podcast,1,2,2.0
56,podcast,1,1,2.0
56,podcast,1,2,3.0
57,podcast,1,1,1.0
57,podcast,1,2,1.0
58,podcast,1,1,6.0
58,podcast,1,2,5.0
59,podcast,1,1,6.0
59,podcast,1,2,5.0
60,podcast,1,1,2.0
60,podcast,1,2,5.0
61,podcast,1,1,2.0
61,podcast,1,2,3.0
0,podcast,2,1,5.0
0,podcast,2,2,3.0
1,podcast,2,1,5.0
1,podcast,2,2,4.0
2,podcast,2,1,5.0
2,podcast,2,2,5.0
3,podcast,2,1,5.0
3,podcast,2,2,3.0
4,podcast,2,1,1.0
4,podcast,2,2,7.0
5,podcast,2,1,3.0
5,podcast,2,2,6.0
6,podcast,2,1,3.0
6,podcast,2,2,4.0
7,podcast,2,1,3.0
7,podcast,2,2,4.0
8,podcast,2,1,6.0
8,podcast,2,2,2.0
9,podcast,2,1,6.0
9,podcast,2,2,1.0
10,podcast,2,1,2.0
10,podcast,2,2,3.0
11,podcast,2,1,1.0
11,podcast,2,2,1.0
12,podcast,2,1,1.0
12,podcast,2,2,5.0
13,podcast,2,1,3.0
13,podcast,2,2,4.0
14,podcast,2,1,5.0
14,podcast,2,2,4.0
15,podcast,2,1,3.0
15,podcast,2,2,6.0
16,podcast,2,1,3.0
16,podcast,2,2,5.0
17,podcast,2,1,5.0
17,podcast,2,2,3.0
18,podcast,2,1,5.0
18,podcast,2,2,3.0
19,podcast,2,1,3.0
19,podcast,2,2,3.0
20,podcast,2,1,4.0
20,podcast,2,2,2.0
21,podcast,2,1,4.0
21,podcast,2,2,1.0
22,podcast,2,1,4.0
22,podcast,2,2,7.0
23,podcast,2,1,4.0
23,podcast,2,2,4.0
24,podcast,2,1,5.0
24,podcast,2,2,3.0
25,podcast,2,1,5.0
25,podcast,2,2,4.0
26,podcast,2,1,6.0
26,podcast,2,2,6.0
27,podcast,2,1,5.0
27,podcast,2,2,3.0
28,podcast,2,1,3.0
28,podcast,2,2,2.0
29,podcast,2,1,4.0
29,podcast,2,2,3.0
30,podcast,2,1,4.0
30,podcast,2,2,4.0
31,podcast,2,1,2.0
31,podcast,2,2,3.0
32,podcast,2,1,2.0
32,podcast,2,2,1.0
33,podcast,2,1,4.0
33,podcast,2,2,4.0
34,podcast,2,1,6.0
34,podcast,2,2,6.0
35,podcast,2,1,7.0
35,podcast,2,2,3.0
36,podcast,2,1,2.0
36,podcast,2,2,4.0
37,podcast,2,1,2.0
37,podcast,2,2,2.0
38,podcast,2,1,5.0
38,podcast,2,2,4.0
39,podcast,2,1,2.0
39,podcast,2,2,6.0
40,podcast,2,1,7.0
40,podcast,2,2,7.0
41,podcast,2,1,3.0
41,podcast,2,2,3.0
42,podcast,2,1,4.0
42,podcast,2,2,6.0
43,podcast,2,1,3.0
43,podcast,2,2,4.0
44,podcast,2,1,5.0
44,podcast,2,2,7.0
45,podcast,2,1,5.0
45,podcast,2,2,6.0
46,podcast,2,1,6.0
46,podcast,2,2,2.0
47,podcast,2,1,6.0
47,podcast,2,2,6.0
48,podcast,2,1,2.0
48,podcast,2,2,3.0
49,podcast,2,1,4.0
49,podcast,2,2,3.0
50,podcast,2,1,5.0
50,podcast,2,2,4.0
51,podcast,2,1,5.0
51,podcast,2,2,5.0
52,podcast,2,1,2.0
52,podcast,2,2,2.0
53,podcast,2,1,5.0
53,podcast,2,2,5.0
54,podcast,2,1,4.0
54,podcast,2,2,7.0
55,podcast,2,1,4.0
55,podcast,2,2,3.0
56,podcast,2,1,5.0
56,podcast,2,2,3.0
57,podcast,2,1,2.0
57,podcast,2,2,2.0
58,podcast,2,1,6.0
58,podcast,2,2,5.0
59,podcast,2,1,4.0
59,podcast,2,2,6.0
60,podcast,2,1,3.0
60,podcast,2,2,5.0
61,podcast,2,1,2.0
61,podcast,2,2,3.0
0,podcast,3,1,6.0
0,podcast,3,2,2.0
1,podcast,3,1,6.0
1,podcast,3,2,3.0
2,podcast,3,1,4.0
2,podcast,3,2,3.0
3,podcast,3,1,1.0
3,podcast,3,2,1.0
4,podcast,3,1,1.0
4,podcast,3,2,7.0
5,podcast,3,1,4.0
5,podcast,3,2,6.0
6,podcast,3,1,6.0
6,podcast,3,2,4.0
7,podcast,3,1,2.0
7,podcast,3,2,3.0
8,podcast,3,1,5.0
8,podcast,3,2,2.0
9,podcast,3,1,2.0
9,podcast,3,2,1.0
10,podcast,3,1,2.0
10,podcast,3,2,4.0
11,podcast,3,1,1.0
11,podcast,3,2,1.0
12,podcast,3,1,1.0
12,podcast,3,2,6.0
13,podcast,3,1,4.0
13,podcast,3,2,4.0
14,podcast,3,1,6.0
14,podcast,3,2,4.0
15,podcast,3,1,4.0
15,podcast,3,2,4.0
16,podcast,3,1,5.0
16,podcast,3,2,6.0
17,podcast,3,1,6.0
17,podcast,3,2,2.0
18,podcast,3,1,5.0
18,podcast,3,2,6.0
19,podcast,3,1,7.0
19,podcast,3,2,7.0
20,podcast,3,1,5.0
20,podcast,3,2,2.0
21,podcast,3,1,6.0
21,podcast,3,2,2.0
22,podcast,3,1,6.0
22,podcast,3,2,6.0
23,podcast,3,1,6.0
23,podcast,3,2,5.0
24,podcast,3,1,6.0
24,podcast,3,2,4.0
25,podcast,3,1,7.0
25,podcast,3,2,4.0
26,podcast,3,1,7.0
26,podcast,3,2,7.0
27,podcast,3,1,6.0
27,podcast,3,2,2.0
28,podcast,3,1,5.0
28,podcast,3,2,2.0
29,podcast,3,1,4.0
29,podcast,3,2,5.0
30,podcast,3,1,2.0
30,podcast,3,2,2.0
31,podcast,3,1,5.0
31,podcast,3,2,3.0
32,podcast,3,1,4.0
32,podcast,3,2,2.0
33,podcast,3,1,4.0
33,podcast,3,2,4.0
34,podcast,3,1,7.0
34,podcast,3,2,7.0
35,podcast,3,1,7.0
35,podcast,3,2,3.0
36,podcast,3,1,6.0
36,podcast,3,2,4.0
37,podcast,3,1,3.0
37,podcast,3,2,4.0
38,podcast,3,1,5.0
38,podcast,3,2,4.0
39,podcast,3,1,6.0
39,podcast,3,2,6.0
40,podcast,3,1,7.0
40,podcast,3,2,7.0
41,podcast,3,1,4.0
41,podcast,3,2,3.0
42,podcast,3,1,6.0
42,podcast,3,2,6.0
43,podcast,3,1,4.0
43,podcast,3,2,4.0
44,podcast,3,1,6.0
44,podcast,3,2,7.0
45,podcast,3,1,7.0
45,podcast,3,2,5.0
46,podcast,3,1,6.0
46,podcast,3,2,2.0
47,podcast,3,1,7.0
47,podcast,3,2,7.0
48,podcast,3,1,3.0
48,podcast,3,2,3.0
49,podcast,3,1,5.0
49,podcast,3,2,4.0
50,podcast,3,1,7.0
50,podcast,3,2,5.0
51,podcast,3,1,5.0
51,podcast,3,2,5.0
52,podcast,3,1,6.0
52,podcast,3,2,2.0
53,podcast,3,1,7.0
53,podcast,3,2,4.0
54,podcast,3,1,3.0
54,podcast,3,2,4.0
55,podcast,3,1,6.0
55,podcast,3,2,3.0
56,podcast,3,1,6.0
56,podcast,3,2,3.0
57,podcast,3,1,3.0
57,podcast,3,2,3.0
58,podcast,3,1,7.0
58,podcast,3,2,5.0
59,podcast,3,1,4.0
59,podcast,3,2,6.0
60,podcast,3,1,6.0
60,podcast,3,2,4.0
61,podcast,3,1,2.0
61,podcast,3,2,4.0
0,podcast,4,1,7.0
0,podcast,4,2,1.0
1,podcast,4,1,7.0
1,podcast,4,2,2.0
2,podcast,4,1,2.0
2,podcast,4,2,3.0
3,podcast,4,1,1.0
3,podcast,4,2,1.0
4,podcast,4,1,1.0
4,podcast,4,2,7.0
5,podcast,4,1,7.0
5,podcast,4,2,6.0
6,podcast,4,1,7.0
6,podcast,4,2,4.0
7,podcast,4,1,1.0
7,podcast,4,2,1.0
8,podcast,4,1,4.0
8,podcast,4,2,2.0
9,podcast,4,1,1.0
9,podcast,4,2,1.0
10,podcast,4,1,1.0
10,podcast,4,2,3.0
11,podcast,4,1,1.0
11,podcast,4,2,1.0
12,podcast,4,1,1.0
12,podcast,4,2,6.0
13,podcast,4,1,5.0
13,podcast,4,2,5.0
14,podcast,4,1,7.0
14,podcast,4,2,4.0
15,podcast,4,1,7.0
15,podcast,4,2,2.0
16,podcast,4,1,6.0
16,podcast,4,2,6.0
17,podcast,4,1,7.0
17,podcast,4,2,2.0
18,podcast,4,1,6.0
18,podcast,4,2,5.0
19,podcast,4,1,7.0
19,podcast,4,2,7.0
20,podcast,4,1,5.0
20,podcast,4,2,2.0
21,podcast,4,1,7.0
21,podcast,4,2,2.0
22,podcast,4,1,7.0
22,podcast,4,2,7.0
23,podcast,4,1,5.0
23,podcast,4,2,5.0
24,podcast,4,1,7.0
24,podcast,4,2,5.0
25,podcast,4,1,7.0
25,podcast,4,2,4.0
26,podcast,4,1,7.0
26,podcast,4,2,7.0
27,podcast,4,1,6.0
27,podcast,4,2,1.0
28,podcast,4,1,7.0
28,podcast,4,2,2.0
29,podcast,4,1,6.0
29,podcast,4,2,1.0
30,podcast,4,1,1.0
30,podcast,4,2,1.0
31,podcast,4,1,5.0
31,podcast,4,2,3.0
32,podcast,4,1,5.0
32,podcast,4,2,2.0
33,podcast,4,1,4.0
33,podcast,4,2,4.0
34,podcast,4,1,7.0
34,podcast,4,2,7.0
35,podcast,4,1,7.0
35,podcast,4,2,3.0
36,podcast,4,1,6.0
36,podcast,4,2,4.0
37,podcast,4,1,3.0
37,podcast,4,2,3.0
38,podcast,4,1,3.0
38,podcast,4,2,3.0
39,podcast,4,1,6.0
39,podcast,4,2,7.0
40,podcast,4,1,7.0
40,podcast,4,2,7.0
41,podcast,4,1,4.0
41,podcast,4,2,5.0
42,podcast,4,1,7.0
42,podcast,4,2,6.0
43,podcast,4,1,6.0
43,podcast,4,2,4.0
44,podcast,4,1,7.0
44,podcast,4,2,5.0
45,podcast,4,1,7.0
45,podcast,4,2,6.0
46,podcast,4,1,6.0
46,podcast,4,2,2.0
47,podcast,4,1,7.0
47,podcast,4,2,7.0
48,podcast,4,1,4.0
48,podcast,4,2,3.0
49,podcast,4,1,7.0
49,podcast,4,2,4.0
50,podcast,4,1,7.0
50,podcast,4,2,7.0
51,podcast,4,1,5.0
51,podcast,4,2,5.0
52,podcast,4,1,6.0
52,podcast,4,2,2.0
53,podcast,4,1,7.0
53,podcast,4,2,5.0
54,podcast,4,1,6.0
54,podcast,4,2,2.0
55,podcast,4,1,7.0
55,podcast,4,2,2.0
56,podcast,4,1,7.0
56,podcast,4,2,4.0
57,podcast,4,1,4.0
57,podcast,4,2,4.0
58,podcast,4,1,7.0
58,podcast,4,2,5.0
59,podcast,4,1,3.0
59,podcast,4,2,6.0
60,podcast,4,1,6.0
60,podcast,4,2,4.0
61,podcast,4,1,2.0
61,podcast,4,2,4.0
0,podcast,5,1,7.0
0,podcast,5,2,1.0
1,podcast,5,1,7.0
1,podcast,5,2,2.0
2,podcast,5,1,2.0
2,podcast,5,2,1.0
3,podcast,5,1,1.0
3,podcast,5,2,1.0
4,podcast,5,1,1.0
4,podcast,5,2,7.0
5,podcast,5,1,7.0
5,podcast,5,2,6.0
6,podcast,5,1,7.0
6,podcast,5,2,4.0
7,podcast,5,1,2.0
7,podcast,5,2,2.0
8,podcast,5,1,3.0
8,podcast,5,2,2.0
9,podcast,5,1,1.0
9,podcast,5,2,1.0
10,podcast,5,1,1.0
10,podcast,5,2,1.0
11,podcast,5,1,1.0
11,podcast,5,2,1.0
12,podcast,5,1,1.0
12,podcast,5,2,6.0
13,podcast,5,1,5.0
13,podcast,5,2,6.0
14,podcast,5,1,7.0
14,podcast,5,2,4.0
15,podcast,5,1,7.0
15,podcast,5,2,1.0
16,podcast,5,1,7.0
16,podcast,5,2,7.0
17,podcast,5,1,7.0
17,podcast,5,2,3.0
18,podcast,5,1,5.0
18,podcast,5,2,5.0
19,podcast,5,1,7.0
19,podcast,5,2,7.0
20,podcast,5,1,5.0
20,podcast,5,2,2.0
21,podcast,5,1,7.0
21,podcast,5,2,2.0
22,podcast,5,1,7.0
22,podcast,5,2,7.0
23,podcast,5,1,6.0
23,podcast,5,2,5.0
24,podcast,5,1,7.0
24,podcast,5,2,6.0
25,podcast,5,1,3.0
25,podcast,5,2,2.0
26,podcast,5,1,7.0
26,podcast,5,2,7.0
27,podcast,5,1,7.0
27,podcast,5,2,1.0
28,podcast,5,1,7.0
28,podcast,5,2,2.0
29,podcast,5,1,6.0
29,podcast,5,2,1.0
30,podcast,5,1,1.0
30,podcast,5,2,2.0
31,podcast,5,1,5.0
31,podcast,5,2,3.0
32,podcast,5,1,5.0
32,podcast,5,2,2.0
33,podcast,5,1,4.0
33,podcast,5,2,3.0
34,podcast,5,1,7.0
34,podcast,5,2,7.0
35,podcast,5,1,7.0
35,podcast,5,2,3.0
36,podcast,5,1,6.0
36,podcast,5,2,4.0
37,podcast,5,1,7.0
37,podcast,5,2,2.0
38,podcast,5,1,3.0
38,podcast,5,2,3.0
39,podcast,5,1,7.0
39,podcast,5,2,6.0
40,podcast,5,1,7.0
40,podcast,5,2,7.0
41,podcast,5,1,5.0
41,podcast,5,2,6.0
42,podcast,5,1,7.0
42,podcast,5,2,7.0
43,podcast,5,1,7.0
43,podcast,5,2,4.0
44,podcast,5,1,7.0
44,podcast,5,2,5.0
45,podcast,5,1,3.0
45,podcast,5,2,6.0
46,podcast,5,1,6.0
46,podcast,5,2,2.0
47,podcast,5,1,7.0
47,podcast,5,2,7.0
48,podcast,5,1,5.0
48,podcast,5,2,3.0
49,podcast,5,1,7.0
49,podcast,5,2,1.0
50,podcast,5,1,7.0
50,podcast,5,2,7.0
51,podcast,5,1,5.0
51,podcast,5,2,5.0
52,podcast,5,1,7.0
52,podcast,5,2,2.0
53,podcast,5,1,7.0
53,podcast,5,2,5.0
54,podcast,5,1,7.0
54,podcast,5,2,1.0
55,podcast,5,1,7.0
55,podcast,5,2,1.0
56,podcast,5,1,7.0
56,podcast,5,2,2.0
57,podcast,5,1,5.0
57,podcast,5,2,5.0
58,podcast,5,1,7.0
58,podcast,5,2,5.0
59,podcast,5,1,2.0
59,podcast,5,2,6.0
60,podcast,5,1,7.0
60,podcast,5,2,4.0
61,podcast,5,1,2.0
61,podcast,5,2,5.0
